Date,Median income,Population,Mortgage Rate,Interest Rate,property_type,price
2013-02-01,-0.06384333186892169,-0.15745040895757265,-0.488807407774105,-0.3498276285037986,Townhouse,305100
2013-03-01,-0.06384333186892169,-0.15745040895757265,-0.5839685270064691,-0.3498276285037986,Townhouse,305200
2013-04-01,-0.06384333186892169,-0.11859583816804012,-0.5839685270064691,-0.3498276285037986,Townhouse,305600
2013-05-01,-0.06384333186892169,-0.11859583816804012,-0.5839685270064691,-0.3498276285037986,Townhouse,306800
2013-06-01,-0.06384333186892169,-0.11859583816804012,-0.6051154423914382,-0.3498276285037986,Townhouse,307200
2013-07-01,-0.06384333186892169,-0.05394041481351125,-0.5205277808515597,-0.3498276285037986,Townhouse,307600
2013-08-01,-0.06384333186892169,-0.05394041481351125,-0.45708703469665124,-0.3498276285037986,Townhouse,308100
2013-09-01,-0.06384333186892169,-0.05394041481351125,-0.25619133853943954,-0.3498276285037986,Townhouse,310500
2013-10-01,-0.06384333186892169,0.012887077414807675,-0.18217713469204558,-0.3498276285037986,Townhouse,311500
2013-11-01,-0.06384333186892169,0.012887077414807675,-0.1927505923845311,-0.3498276285037986,Townhouse,313300
2013-12-01,-0.06384333186892169,0.012887077414807675,-0.1927505923845311,-0.3498276285037986,Townhouse,314700
2014-01-01,0.011224214463595358,0.0323348883408097,-0.20332405007701568,-0.3498276285037986,Townhouse,315100
2014-02-01,0.011224214463595358,0.0323348883408097,-0.2667647962319241,-0.3498276285037986,Townhouse,316900
2014-03-01,0.011224214463595358,0.0323348883408097,-0.43594011931168114,-0.3498276285037986,Townhouse,318200
2014-04-01,0.011224214463595358,0.07053679920079518,-0.5839685270064691,-0.3498276285037986,Townhouse,319000
2014-05-01,0.011224214463595358,0.07053679920079518,-0.5839685270064691,-0.3498276285037986,Townhouse,319400
2014-06-01,0.011224214463595358,0.07053679920079518,-0.6051154423914382,-0.3498276285037986,Townhouse,320600
2014-07-01,0.011224214463595358,0.1295287348386995,-0.5945419846989536,-0.3498276285037986,Townhouse,321800
2014-08-01,0.011224214463595358,0.1295287348386995,-0.5945419846989536,-0.3498276285037986,Townhouse,324200
2014-09-01,0.011224214463595358,0.1295287348386995,-0.5839685270064691,-0.3498276285037986,Townhouse,325700
2014-10-01,0.011224214463595358,0.19252860521908707,-0.6051154423914382,-0.3498276285037986,Townhouse,327900
